date,open,high,low,close,volume,oi,oi_change,oi_cumm,volume_change
2024-02-20 12:24:00,285.1,290,274.8,274.8,179445,1835595,0,569.2943259,73.60325062
2024-02-20 12:25:00,276.35,280.8,273.15,277.05,124305,1790670,-2.4474353,566.8468906,-30.72807824
2024-02-20 12:26:00,277.05,283.9,276.25,279.3,100875,1790670,0,566.8468906,-18.84879932
2024-02-20 12:27:00,279.3,285.6,279.3,284.3,70560,1790670,0,566.8468906,-30.05204461
2024-02-20 12:28:00,284.3,289.05,281.05,283.4,94305,1796715,0.337583139,567.1844737,33.65221088
2024-02-20 12:29:00,283.4,284.6,277.8,279.25,69375,1796715,0,567.1844737,-26.43550183
2024-02-20 12:30:00,279.25,284.4,276.6,281.7,87450,1796715,0,567.1844737,26.05405405
2024-02-20 12:31:00,281.7,292.5,280.6,292.1,110880,1818360,1.204698575,568.3891723,26.79245283
2024-02-20 12:32:00,292.1,296.25,289.8,290.6,196905,1818360,0,568.3891723,77.58387446
2024-02-20 12:33:00,290.6,292.15,278.35,287.15,120960,1818360,0,568.3891723,-38.56936086
2024-02-20 12:34:00,287.15,287.15,276,277.9,86865,1832565,0.781198443,569.1703707,-28.18700397
2024-02-20 12:35:00,277.9,284.8,277.7,284.55,70815,1832565,0,569.1703707,-18.47694699
2024-02-20 12:36:00,285,285,277,283.4,92415,1832565,0,569.1703707,30.50201229
2024-02-20 12:37:00,284,285.4,280.45,282,50280,1849680,0.933936859,570.1043076,-45.59324785
2024-02-20 12:38:00,282,292.5,282,285.9,109890,1849680,0,570.1043076,118.5560859
2024-02-20 12:39:00,285.3,286.3,281.3,281.5,63240,1849680,0,570.1043076,-42.45154245
2024-02-20 12:40:00,281.5,282.9,271.5,276.3,198090,1862730,0.705527443,570.809835,213.2352941
2024-02-20 12:41:00,276.3,290,276.2,286.5,157095,1862730,0,570.809835,-20.69513857
2024-02-20 12:42:00,286.5,288.75,281.65,281.65,103965,1862730,0,570.809835,-33.82029982
2024-02-20 12:43:00,281.5,283,262.2,268.3,242985,1876320,0.729574334,571.5394094,133.7180782
2024-02-20 12:44:00,268.3,281.15,268,281.15,162630,1876320,0,571.5394094,-33.06994259
2024-02-20 12:45:00,281.15,281.15,270.05,275.3,129945,1876320,0,571.5394094,-20.09776794
2024-02-20 12:46:00,274,280.2,273.1,279,90825,1904025,1.476560501,573.0159699,-30.10504444
2024-02-20 12:47:00,279,281.6,276.9,280,68985,1904025,0,573.0159699,-24.04624277
2024-02-20 12:48:00,279.8,281.85,272.1,273.8,95640,1904025,0,573.0159699,38.63883453
2024-02-20 12:49:00,273.8,274,262.45,272.4,172305,1938405,1.80564856,574.8216184,80.15997491
2024-02-20 12:50:00,272.4,275.6,267.85,271,91575,1938405,0,574.8216184,-46.85296422
2024-02-20 12:51:00,271,277.65,270.45,275.7,87525,1938405,0,574.8216184,-4.422604423
2024-02-20 12:52:00,275.7,276.65,271.15,273.85,62505,1962825,1.259798649,576.0814171,-28.58611825
2024-02-20 12:53:00,273.85,274.1,264.6,270.6,126855,1962825,0,576.0814171,102.9517639
2024-02-20 12:54:00,270.6,274.35,270.05,272.8,79005,1962825,0,576.0814171,-37.72023176
2024-02-20 12:55:00,273.05,273.95,262.4,271.25,195660,2048160,4.347560277,580.4289774,147.6552117
2024-02-20 12:56:00,271.25,273.45,260.35,264.3,213345,2048160,0,580.4289774,9.038638454
2024-02-20 12:57:00,264.3,274.45,262.35,272.65,214980,2048160,0,580.4289774,0.766364339
2024-02-20 12:58:00,272.65,273.4,263.15,270.9,244245,2169435,5.921168268,586.3501456,13.61289422
2024-02-20 12:59:00,270.85,280.55,270.8,278.9,289950,2169435,0,586.3501456,18.71276792
2024-02-20 13:00:00,278.9,291,276.9,280.05,453165,2169435,0,586.3501456,56.29073978
2024-02-20 13:01:00,280.05,280.05,265.9,275,297300,2317635,6.831271737,593.1814174,-34.39475688
2024-02-20 13:02:00,275,285.3,275,283.15,257190,2317635,0,593.1814174,-13.49142281
2024-02-20 13:03:00,283.15,283.15,271.15,274.75,146175,2317635,0,593.1814174,-43.16458649
2024-02-20 13:04:00,274.75,275.1,266.55,270.2,129480,2460450,6.16210059,599.3435179,-11.42124166
2024-02-20 13:05:00,270.2,274.25,268.65,273.3,132765,2460450,0,599.3435179,2.537071362
2024-02-20 13:06:00,273.3,273.6,266.5,268.6,77355,2460450,0,599.3435179,-41.73539713
2024-02-20 13:07:00,268.6,273.85,268.3,270.9,90165,2554755,3.832835457,603.1763534,16.56001551
2024-02-20 13:08:00,271.4,273.65,270.1,270.95,55755,2554755,0,603.1763534,-38.16336716
2024-02-20 13:09:00,270.95,278.35,270.95,275.25,92580,2554755,0,603.1763534,66.04788808
2024-02-20 13:10:00,275.25,280.85,273,278.6,102765,2558835,0.159702202,603.3360556,11.00129618
2024-02-20 13:11:00,278.6,282,275.65,280.45,151845,2558835,0,603.3360556,47.75945118
2024-02-20 13:12:00,280.6,293.45,278.9,282.6,295005,2558835,0,603.3360556,94.28035167
2024-02-20 13:13:00,282.5,296,282.5,291.3,312345,2590635,1.24275305,604.5788087,5.877866477
2024-02-20 13:14:00,291.5,295.85,285.45,285.45,210570,2590635,0,604.5788087,-32.58416174
2024-02-20 13:15:00,286.35,297.7,286.15,291.4,283680,2590635,0,604.5788087,34.72004559
2024-02-20 13:16:00,291.4,293.2,279,282.95,242430,2593830,0.123328836,604.7021375,-14.54103215
2024-02-20 13:17:00,282.95,283.6,270.7,275.4,266100,2593830,0,604.7021375,9.763643113
2024-02-20 13:18:00,275.4,291.75,273.8,286.2,263505,2593830,0,604.7021375,-0.975197294
2024-02-20 13:19:00,286.2,291.35,285,285.85,105165,2617035,0.894623009,605.5967605,-60.08994137
2024-02-20 13:20:00,285.5,289,280.2,282.3,115470,2617035,0,605.5967605,9.798887463
2024-02-20 13:21:00,283.25,283.25,276.5,277.15,114045,2617035,0,605.5967605,-1.234086776
2024-02-20 13:22:00,276.45,276.45,266.05,268.45,372285,2639910,0.874080782,606.4708413,226.4369328
2024-02-20 13:23:00,268.45,271.85,246.6,262.5,528735,2639910,0,606.4708413,42.02425561
2024-02-20 13:24:00,262.5,266.9,255.55,264,225165,2639910,0,606.4708413,-57.41439473
2024-02-20 13:25:00,264,264.75,254.85,262.7,208680,2741940,3.864904485,610.3357458,-7.321297715
2024-02-20 13:26:00,262.7,262.7,256.6,260.8,119970,2741940,0,610.3357458,-42.51006325
2024-02-20 13:27:00,260.8,263.2,250.15,250.95,260715,2741940,0,610.3357458,117.3168292
2024-02-20 13:28:00,250.95,259.4,250.95,259.4,183105,2913210,6.246307359,616.5820531,-29.76813762
2024-02-20 13:29:00,259.4,260.7,220,229.05,624255,2913210,0,616.5820531,240.9273368
2024-02-20 13:30:00,229.05,229.05,209.1,222.55,785985,2913210,0,616.5820531,25.90768196
2024-02-20 13:31:00,220,237.25,218.6,235.45,571425,3065085,5.213321388,621.7953745,-27.29823088
2024-02-20 13:32:00,235.45,237.9,225.9,225.95,374055,3065085,0,621.7953745,-34.53996587
2024-02-20 13:33:00,225.75,239.25,225.6,237.75,340905,3065085,0,621.7953745,-8.862333079
2024-02-20 13:34:00,237.75,239.1,224.5,226.25,339960,3330990,8.675289592,630.4706641,-0.277203326
2024-02-20 13:35:00,226.25,238.8,226.25,238.8,286275,3330990,0,630.4706641,-15.79156371
2024-02-20 13:36:00,238.8,240.8,232.15,238.35,217035,3330990,0,630.4706641,-24.18653393
2024-02-20 13:37:00,238.35,256.7,238.35,245.1,544530,3426465,2.866264984,633.3369291,150.8950169
2024-02-20 13:38:00,246.35,250.5,243.5,246.65,180135,3426465,0,633.3369291,-66.91917801
2024-02-20 13:39:00,245,256.75,245,254.1,346035,3426465,0,633.3369291,92.09759347
2024-02-20 13:40:00,254.05,257.8,247.8,251.8,274680,3433740,0.212317943,633.549247,-20.62074646
2024-02-20 13:41:00,252.25,253.8,240.7,240.75,278775,3433740,0,633.549247,1.490825688
2024-02-20 13:42:00,243.85,260.75,243.85,252.25,389070,3433740,0,633.549247,39.56416465
2024-02-20 13:43:00,252.85,257.15,236.8,240.7,392850,3532005,2.861748414,636.4109954,0.971547536
2024-02-20 13:44:00,240.7,243.7,237.05,238.55,173370,3532005,0,636.4109954,-55.86865216
2024-02-20 13:45:00,238.55,245.95,237.15,243.95,203370,3532005,0,636.4109954,17.30403184
2024-02-20 13:46:00,243.95,252.95,242.4,249.85,226005,3609300,2.188417061,638.5994125,11.12996017
2024-02-20 13:47:00,249.85,252.05,243,244.3,137595,3609300,0,638.5994125,-39.11860357
2024-02-20 13:48:00,244.3,251.55,240.25,249.2,189660,3609300,0,638.5994125,37.83931102
2024-02-20 13:49:00,249.2,255.8,246,246.05,214635,3660150,1.408860444,640.008273,13.16830117
2024-02-20 13:50:00,246.05,253.45,243.8,249.9,184425,3660150,0,640.008273,-14.07505766
2024-02-20 13:51:00,249.9,264.35,249.9,251.5,338190,3660150,0,640.008273,83.37535584
2024-02-20 13:52:00,251.5,267.9,249.35,258.35,310695,3685470,0.691774927,640.7000479,-8.130045241
2024-02-20 13:53:00,258.35,274.35,257.95,274.05,500355,3685470,0,640.7000479,61.04378892
2024-02-20 13:54:00,273.3,274.7,261.95,274.05,456045,3685470,0,640.7000479,-8.855712444
2024-02-20 13:55:00,272.65,287.15,272.15,274,741915,3683430,-0.055352506,640.6446954,62.68460349
2024-02-20 13:56:00,274,277.05,263.8,263.8,340725,3683430,0,640.6446954,-54.07492772
2024-02-20 13:57:00,263.8,274.25,262.1,262.1,224055,3683430,0,640.6446954,-34.24169051
2024-02-20 13:58:00,262.1,274.2,261.8,272.75,176655,3634050,-1.340598301,639.3040971,-21.15551985
2024-02-20 13:59:00,272.75,278.6,270.05,271.5,281940,3634050,0,639.3040971,59.59921882
2024-02-20 14:00:00,271.5,273.3,256.7,260.95,327510,3634050,0,639.3040971,16.16301341
2024-02-20 14:01:00,260.95,294.9,254,292.2,733230,3619155,-0.409873282,638.8942238,123.8801869
2024-02-20 14:02:00,292.2,324.65,292.2,318.35,1377825,3619155,0,638.8942238,87.91170574
2024-02-20 14:03:00,318.35,334.8,302,313.3,799500,3619155,0,638.8942238,-41.973763
2024-02-20 14:04:00,313.3,345.85,313.3,338.5,905235,3163305,-12.59548154,626.2987423,13.22514071
2024-02-20 14:05:00,339.45,339.45,318.45,322.4,556815,3163305,0,626.2987423,-38.48945301
2024-02-20 14:06:00,324.35,359.8,320.15,321.4,699780,3163305,0,626.2987423,25.67549366
2024-02-20 14:07:00,323.9,339,318.9,328.35,309000,2874405,-9.132853139,617.1658891,-55.84326503
2024-02-20 14:08:00,329,329.6,313.95,322.6,257655,2874405,0,617.1658891,-16.61650485
2024-02-20 14:09:00,321.45,325.45,301.3,302.65,295335,2874405,0,617.1658891,14.62420679
2024-02-20 14:10:00,299.85,301.25,286.8,294.4,435030,2852460,-0.763462351,616.4024268,47.30052313
2024-02-20 14:11:00,294.1,307.9,291.35,307.05,300300,2852460,0,616.4024268,-30.97027791
2024-02-20 14:12:00,307.05,313.3,296.15,299.8,268365,2852460,0,616.4024268,-10.63436563
2024-02-20 14:13:00,301.2,308.75,294.35,297.95,167670,2808285,-1.548663259,614.8537635,-37.52165893
2024-02-20 14:14:00,297.95,298.3,272.85,279.15,407640,2808285,0,614.8537635,143.1204151
2024-02-20 14:15:00,277.55,283.4,266.2,270.35,409605,2808285,0,614.8537635,0.482042979
2024-02-20 14:16:00,270.35,274.25,262.75,266.65,266910,2859405,1.820328065,616.6740916,-34.83722123
2024-02-20 14:17:00,266.65,271.9,256.3,261.4,362655,2859405,0,616.6740916,35.87164213
2024-02-20 14:18:00,261.4,261.4,240,247.9,456930,2859405,0,616.6740916,25.99578111
2024-02-20 14:19:00,247.9,258.95,247.25,253.1,321225,2785830,-2.573087758,614.1010038,-29.69929749
2024-02-20 14:20:00,254.35,258.8,249.55,256.55,200910,2785830,0,614.1010038,-37.45505487
2024-02-20 14:21:00,256.55,262,253.6,258.15,189570,2785830,0,614.1010038,-5.644318352
2024-02-20 14:22:00,258.15,258.15,235.65,246.55,429675,2785350,-0.017230054,614.0837738,126.657699
2024-02-20 14:23:00,246.55,247.5,229.45,231.35,427620,2785350,0,614.0837738,-0.478268459
2024-02-20 14:24:00,231.35,231.35,221.5,227.25,401235,2785350,0,614.0837738,-6.170197839
2024-02-20 14:25:00,227.25,234.85,225.05,231.6,454815,2964975,6.448920243,620.532694,13.35377023
2024-02-20 14:26:00,231.75,236.5,226.85,234.45,237525,2964975,0,620.532694,-47.77546915
2024-02-20 14:27:00,234.45,234.45,216.95,224.85,362625,2964975,0,620.532694,52.6681402
2024-02-20 14:28:00,224.85,224.85,205.25,207.65,628590,3172860,7.0113576,627.5440516,73.34436401
2024-02-20 14:29:00,207.65,214.5,195.75,214.5,708900,3172860,0,627.5440516,12.77621343
2024-02-20 14:30:00,214.5,214.5,205.3,212.5,369600,3172860,0,627.5440516,-47.86288616
2024-02-20 14:31:00,212.5,216.3,205,207.25,394830,3488205,9.938824909,637.4828765,6.826298701
2024-02-20 14:32:00,207.25,209.35,200.45,202.5,362670,3488205,0,637.4828765,-8.145277714
2024-02-20 14:33:00,202.25,204,180.1,192.8,816045,3488205,0,637.4828765,125.01034
2024-02-20 14:34:00,192.15,195.65,183.6,184.6,430095,3679410,5.481472563,642.9643491,-47.29518593
2024-02-20 14:35:00,182.45,191.1,178,191.1,562005,3679410,0,642.9643491,30.66996826
2024-02-20 14:36:00,190.6,193.65,185.65,188.8,371940,3679410,0,642.9643491,-33.81909414
2024-02-20 14:37:00,191.35,198.6,188.55,197.05,303900,3794070,3.116260487,646.0806096,-18.29327311
2024-02-20 14:38:00,196.45,199.85,188.7,191.55,399120,3794070,0,646.0806096,31.33267522
2024-02-20 14:39:00,191.55,199.45,190.4,197.85,239550,3794070,0,646.0806096,-39.98045701
2024-02-20 14:40:00,197.85,208.6,197.2,201.05,564525,3876720,2.17839945,648.259009,135.6606137
2024-02-20 14:41:00,201.05,204.5,187.25,193.25,413820,3876720,0,648.259009,-26.69589478
2024-02-20 14:42:00,193.25,203.15,190,202.7,255045,3876720,0,648.259009,-38.36813107
2024-02-20 14:43:00,202.7,204.1,197.2,198.7,245340,3989130,2.89961617,651.1586252,-3.805210845
2024-02-20 14:44:00,198.7,202,191.6,200.2,195465,3989130,0,651.1586252,-20.32893128
2024-02-20 14:45:00,200.2,200.95,194.5,198.5,165435,3989130,0,651.1586252,-15.36336429
2024-02-20 14:46:00,198.5,205,196.55,198.45,289065,4020405,0.784005535,651.9426307,74.7302566
2024-02-20 14:47:00,198.3,200,191.85,194.65,262620,4020405,0,651.9426307,-9.148461419
2024-02-20 14:48:00,194.7,203.35,194.15,200.5,191475,4020405,0,651.9426307,-27.09047293
2024-02-20 14:49:00,200.5,213.7,200.5,211.9,526545,4044840,0.60777459,652.5504053,174.9941246
2024-02-20 14:50:00,211.9,212.8,195.8,205.5,472515,4044840,0,652.5504053,-10.26123123
2024-02-20 14:51:00,205.5,209.9,199.9,199.9,266940,4044840,0,652.5504053,-43.50655535
2024-02-20 14:52:00,199.9,200.65,181.4,192.4,543000,4103145,1.441466164,653.9918715,103.4164981
2024-02-20 14:53:00,192.4,197.4,191.4,192.55,280605,4103145,0,653.9918715,-48.32320442
2024-02-20 14:54:00,192.55,195.7,185.3,195.6,273660,4103145,0,653.9918715,-2.475009355
2024-02-20 14:55:00,195.6,198.8,191.25,194.35,224775,4127565,0.59515323,654.5870247,-17.86340715
2024-02-20 14:56:00,194.35,197.65,193.45,197.05,131520,4127565,0,654.5870247,-41.48815482
2024-02-20 14:57:00,197.05,201.9,190.75,200.35,209970,4127565,0,654.5870247,59.64872263
2024-02-20 14:58:00,199,200.8,193.25,195.1,197085,4152270,0.59853691,655.1855616,-6.136590942
2024-02-20 14:59:00,193,200.95,193,199.3,199290,4152270,0,655.1855616,1.118806606
2024-02-20 15:00:00,199.3,199.7,157.5,181.4,1010055,4152270,0,655.1855616,406.8267349
2024-02-20 15:01:00,180.95,190.1,174.8,185.2,568920,4147035,-0.126075616,655.059486,-43.67435437
2024-02-20 15:02:00,186.15,186.15,166.2,169.35,435960,4147035,0,655.059486,-23.37059692
2024-02-20 15:03:00,170.1,172.65,156.5,160.4,771990,4147035,0,655.059486,77.07817231
2024-02-20 15:04:00,161.5,173.4,159.15,171.5,537750,4050645,-2.324311225,652.7351748,-30.34236195
2024-02-20 15:05:00,173.7,173.7,162.75,165.3,441540,4050645,0,652.7351748,-17.89121339
2024-02-20 15:06:00,165.3,170.85,158.3,166.45,439335,4050645,0,652.7351748,-0.499388504
2024-02-20 15:07:00,166.45,168.65,163,164.4,375180,4010730,-0.985398622,651.7497761,-14.60275189
2024-02-20 15:08:00,165.45,181.15,165.45,176.7,530295,4010730,0,651.7497761,41.34415481
2024-02-20 15:09:00,176.7,179.2,170.8,174.45,313575,4010730,0,651.7497761,-40.86781886
2024-02-20 15:10:00,174,178.55,171.95,175.95,333480,3861000,-3.733235596,648.0165405,6.347763693
2024-02-20 15:11:00,175.95,184.15,175.95,183.65,413895,3861000,0,648.0165405,24.11388989
2024-02-20 15:12:00,183.65,184.25,167.65,168.45,408840,3861000,0,648.0165405,-1.221324249
2024-02-20 15:13:00,168.45,178.6,168.45,173.25,330795,3773220,-2.273504274,645.7430363,-19.08937482
2024-02-20 15:14:00,173.25,179.35,172.7,173.9,284460,3773220,0,645.7430363,-14.00716456
2024-02-20 15:15:00,173.9,176.6,169.75,172.05,296250,3773220,0,645.7430363,4.144695212
2024-02-20 15:16:00,172.05,174.3,166.2,167.3,296820,3628695,-3.830282888,641.9127534,0.192405063
2024-02-20 15:17:00,167.3,171.6,166.45,169.9,308325,3628695,0,641.9127534,3.876086517
2024-02-20 15:18:00,169.9,176.25,166.25,175.4,315405,3628695,0,641.9127534,2.296278278
2024-02-20 15:19:00,175.25,175.25,170.15,174.4,257280,3447615,-4.990223758,636.9225296,-18.42868693
2024-02-20 15:20:00,173.75,175.95,169.55,172.6,288165,3447615,0,636.9225296,12.00443097
2024-02-20 15:21:00,172.3,174.25,169.5,170.35,244245,3447615,0,636.9225296,-15.24126802
2024-02-20 15:22:00,170.65,171.7,166.65,169.1,250155,3306030,-4.106752059,632.8157776,2.419701529
2024-02-20 15:23:00,169.7,172.45,169.15,169.65,245550,3306030,0,632.8157776,-1.840858668
2024-02-20 15:24:00,169.65,169.7,161.05,162.15,294570,3306030,0,632.8157776,19.96334759
2024-02-20 15:25:00,162.15,167.35,162.15,165,338910,3063840,-7.325704848,625.4900727,15.05244933
2024-02-20 15:26:00,165.1,165.7,160,160,278550,3063840,0,625.4900727,-17.81003806
2024-02-20 15:27:00,159.6,163.45,158.25,160,307560,3063840,0,625.4900727,10.41464728
2024-02-20 15:28:00,160,162.6,160,161.25,375780,2915055,-4.856160896,620.6339118,22.18103785
2024-02-20 15:29:00,161.4,161.5,155.65,155.65,406455,2915055,0,620.6339118,8.163020916
